location,date,variant,num_sequences,perc_sequences,num_sequences_total
Finland,2021-03-08,B.1.160,24,1.45,1653
Finland,2021-03-08,B.1.620,0,0.0,1653
Finland,2021-03-08,B.1.258,46,2.78,1653
Finland,2021-03-08,B.1.221,3,0.18,1653
Finland,2021-03-08,B.1.1.302,0,0.0,1653
Finland,2021-03-08,B.1.1.277,0,0.0,1653
Finland,2021-03-08,B.1.1.519,0,0.0,1653
Finland,2021-03-08,B.1.367,,,1653
Finland,2021-03-08,B.1.177,156,9.44,1653
Finland,2021-03-08,Beta,162,9.8,1653
Finland,2021-03-08,Alpha,1042,63.04,1653
Finland,2021-03-08,Gamma,0,0.0,1653
Finland,2021-03-08,Delta,0,0.0,1653
Finland,2021-03-08,Kappa,0,0.0,1653
Finland,2021-03-08,Epsilon,0,0.0,1653
Finland,2021-03-08,Eta,1,0.06,1653
Finland,2021-03-08,Iota,,,1653
Finland,2021-03-08,Lambda,,,1653
Finland,2021-03-08,B.1.621,0,0.0,1653
Finland,2021-03-08,S:677P.Pelican,,,1653
Finland,2021-03-08,S:677H.Robin1,,,1653
Finland,2021-03-08,others,219,13.25,1653
Finland,2021-03-08,non_who,448,27.1,1653
Finland,2021-03-22,B.1.160,8,0.47,1714
Finland,2021-03-22,B.1.620,0,0.0,1714
Finland,2021-03-22,B.1.258,26,1.52,1714
Finland,2021-03-22,B.1.221,6,0.35,1714
Finland,2021-03-22,B.1.1.302,0,0.0,1714
Finland,2021-03-22,B.1.1.277,0,0.0,1714
Finland,2021-03-22,B.1.1.519,4,0.23,1714
Finland,2021-03-22,B.1.367,,,1714
Finland,2021-03-22,B.1.177,65,3.79,1714
Finland,2021-03-22,Beta,365,21.3,1714
Finland,2021-03-22,Alpha,1105,64.47,1714
Finland,2021-03-22,Gamma,0,0.0,1714
Finland,2021-03-22,Delta,0,0.0,1714
Finland,2021-03-22,Kappa,2,0.12,1714
Finland,2021-03-22,Epsilon,0,0.0,1714
Finland,2021-03-22,Eta,1,0.06,1714
Finland,2021-03-22,Iota,,,1714
Finland,2021-03-22,Lambda,,,1714
Finland,2021-03-22,B.1.621,0,0.0,1714
Finland,2021-03-22,S:677P.Pelican,,,1714
Finland,2021-03-22,S:677H.Robin1,,,1714
Finland,2021-03-22,others,132,7.69,1714
Finland,2021-03-22,non_who,241,14.05,1714
Finland,2021-04-05,B.1.160,6,0.69,869
Finland,2021-04-05,B.1.620,0,0.0,869
Finland,2021-04-05,B.1.258,1,0.12,869
Finland,2021-04-05,B.1.221,2,0.23,869
Finland,2021-04-05,B.1.1.302,0,0.0,869
Finland,2021-04-05,B.1.1.277,0,0.0,869
Finland,2021-04-05,B.1.1.519,3,0.35,869
Finland,2021-04-05,B.1.367,,,869
Finland,2021-04-05,B.1.177,30,3.45,869
Finland,2021-04-05,Beta,237,27.27,869
Finland,2021-04-05,Alpha,540,62.14,869
Finland,2021-04-05,Gamma,0,0.0,869
Finland,2021-04-05,Delta,0,0.0,869
Finland,2021-04-05,Kappa,1,0.12,869
Finland,2021-04-05,Epsilon,0,0.0,869
Finland,2021-04-05,Eta,1,0.12,869
Finland,2021-04-05,Iota,,,869
Finland,2021-04-05,Lambda,,,869
Finland,2021-04-05,B.1.621,0,0.0,869
Finland,2021-04-05,S:677P.Pelican,,,869
Finland,2021-04-05,S:677H.Robin1,,,869
Finland,2021-04-05,others,48,5.51,869
Finland,2021-04-05,non_who,90,10.35,869
Finland,2021-04-19,B.1.160,0,0.0,698
Finland,2021-04-19,B.1.620,0,0.0,698
Finland,2021-04-19,B.1.258,1,0.14,698
Finland,2021-04-19,B.1.221,0,0.0,698
Finland,2021-04-19,B.1.1.302,0,0.0,698
Finland,2021-04-19,B.1.1.277,0,0.0,698
Finland,2021-04-19,B.1.1.519,0,0.0,698
Finland,2021-04-19,B.1.367,,,698
Finland,2021-04-19,B.1.177,9,1.29,698
Finland,2021-04-19,Beta,177,25.36,698
Finland,2021-04-19,Alpha,475,68.05,698
Finland,2021-04-19,Gamma,0,0.0,698
Finland,2021-04-19,Delta,2,0.29,698
Finland,2021-04-19,Kappa,0,0.0,698
Finland,2021-04-19,Epsilon,0,0.0,698
Finland,2021-04-19,Eta,2,0.29,698
Finland,2021-04-19,Iota,,,698
Finland,2021-04-19,Lambda,,,698
Finland,2021-04-19,B.1.621,0,0.0,698
Finland,2021-04-19,S:677P.Pelican,,,698
Finland,2021-04-19,S:677H.Robin1,,,698
Finland,2021-04-19,others,32,4.58,698
Finland,2021-04-19,non_who,42,6.01,698
Finland,2021-05-03,B.1.160,0,0.0,539
Finland,2021-05-03,B.1.620,1,0.19,539
Finland,2021-05-03,B.1.258,0,0.0,539
Finland,2021-05-03,B.1.221,0,0.0,539
Finland,2021-05-03,B.1.1.302,0,0.0,539
Finland,2021-05-03,B.1.1.277,0,0.0,539
Finland,2021-05-03,B.1.1.519,0,0.0,539
Finland,2021-05-03,B.1.367,,,539
Finland,2021-05-03,B.1.177,1,0.19,539
Finland,2021-05-03,Beta,67,12.43,539
Finland,2021-05-03,Alpha,432,80.15,539
Finland,2021-05-03,Gamma,0,0.0,539
Finland,2021-05-03,Delta,19,3.53,539
Finland,2021-05-03,Kappa,2,0.37,539
Finland,2021-05-03,Epsilon,0,0.0,539
Finland,2021-05-03,Eta,0,0.0,539
Finland,2021-05-03,Iota,,,539
Finland,2021-05-03,Lambda,,,539
Finland,2021-05-03,B.1.621,0,0.0,539
Finland,2021-05-03,S:677P.Pelican,,,539
Finland,2021-05-03,S:677H.Robin1,,,539
Finland,2021-05-03,others,17,3.14,539
Finland,2021-05-03,non_who,19,3.52,539
Finland,2021-05-17,B.1.160,0,0.0,600
Finland,2021-05-17,B.1.620,0,0.0,600
Finland,2021-05-17,B.1.258,0,0.0,600
Finland,2021-05-17,B.1.221,0,0.0,600
Finland,2021-05-17,B.1.1.302,0,0.0,600
Finland,2021-05-17,B.1.1.277,0,0.0,600
Finland,2021-05-17,B.1.1.519,0,0.0,600
Finland,2021-05-17,B.1.367,,,600
Finland,2021-05-17,B.1.177,0,0.0,600
Finland,2021-05-17,Beta,40,6.67,600
Finland,2021-05-17,Alpha,461,76.83,600
Finland,2021-05-17,Gamma,0,0.0,600
Finland,2021-05-17,Delta,74,12.33,600
Finland,2021-05-17,Kappa,5,0.83,600
Finland,2021-05-17,Epsilon,0,0.0,600
Finland,2021-05-17,Eta,0,0.0,600
Finland,2021-05-17,Iota,,,600
Finland,2021-05-17,Lambda,,,600
Finland,2021-05-17,B.1.621,0,0.0,600
Finland,2021-05-17,S:677P.Pelican,,,600
Finland,2021-05-17,S:677H.Robin1,,,600
Finland,2021-05-17,others,20,3.34,600
Finland,2021-05-17,non_who,20,3.34,600
Finland,2021-05-31,B.1.160,0,0.0,520
Finland,2021-05-31,B.1.620,0,0.0,520
Finland,2021-05-31,B.1.258,0,0.0,520
Finland,2021-05-31,B.1.221,0,0.0,520
Finland,2021-05-31,B.1.1.302,0,0.0,520
Finland,2021-05-31,B.1.1.277,0,0.0,520
Finland,2021-05-31,B.1.1.519,0,0.0,520
Finland,2021-05-31,B.1.367,,,520
Finland,2021-05-31,B.1.177,1,0.19,520
Finland,2021-05-31,Beta,7,1.35,520
Finland,2021-05-31,Alpha,373,71.73,520
Finland,2021-05-31,Gamma,3,0.58,520
Finland,2021-05-31,Delta,123,23.65,520
Finland,2021-05-31,Kappa,1,0.19,520
Finland,2021-05-31,Epsilon,0,0.0,520
Finland,2021-05-31,Eta,0,0.0,520
Finland,2021-05-31,Iota,,,520
Finland,2021-05-31,Lambda,,,520
Finland,2021-05-31,B.1.621,0,0.0,520
Finland,2021-05-31,S:677P.Pelican,,,520
Finland,2021-05-31,S:677H.Robin1,,,520
Finland,2021-05-31,others,12,2.31,520
Finland,2021-05-31,non_who,13,2.5,520
Finland,2021-06-14,B.1.160,0,0.0,287
Finland,2021-06-14,B.1.620,0,0.0,287
Finland,2021-06-14,B.1.258,0,0.0,287
Finland,2021-06-14,B.1.221,0,0.0,287
Finland,2021-06-14,B.1.1.302,0,0.0,287
Finland,2021-06-14,B.1.1.277,0,0.0,287
Finland,2021-06-14,B.1.1.519,0,0.0,287
Finland,2021-06-14,B.1.367,,,287
Finland,2021-06-14,B.1.177,0,0.0,287
Finland,2021-06-14,Beta,1,0.35,287
Finland,2021-06-14,Alpha,174,60.63,287
Finland,2021-06-14,Gamma,0,0.0,287
Finland,2021-06-14,Delta,97,33.8,287
Finland,2021-06-14,Kappa,0,0.0,287
Finland,2021-06-14,Epsilon,0,0.0,287
Finland,2021-06-14,Eta,0,0.0,287
Finland,2021-06-14,Iota,,,287
Finland,2021-06-14,Lambda,,,287
Finland,2021-06-14,B.1.621,3,1.05,287
Finland,2021-06-14,S:677P.Pelican,,,287
Finland,2021-06-14,S:677H.Robin1,,,287
Finland,2021-06-14,others,12,4.17,287
Finland,2021-06-14,non_who,15,5.22,287
Finland,2021-06-28,B.1.160,0,0.0,577
Finland,2021-06-28,B.1.620,1,0.17,577
Finland,2021-06-28,B.1.258,0,0.0,577
Finland,2021-06-28,B.1.221,0,0.0,577
Finland,2021-06-28,B.1.1.302,0,0.0,577
Finland,2021-06-28,B.1.1.277,0,0.0,577
Finland,2021-06-28,B.1.1.519,0,0.0,577
Finland,2021-06-28,B.1.367,,,577
Finland,2021-06-28,B.1.177,0,0.0,577
Finland,2021-06-28,Beta,1,0.17,577
Finland,2021-06-28,Alpha,77,13.34,577
Finland,2021-06-28,Gamma,0,0.0,577
Finland,2021-06-28,Delta,489,84.75,577
Finland,2021-06-28,Kappa,0,0.0,577
Finland,2021-06-28,Epsilon,0,0.0,577
Finland,2021-06-28,Eta,0,0.0,577
Finland,2021-06-28,Iota,,,577
Finland,2021-06-28,Lambda,,,577
Finland,2021-06-28,B.1.621,0,0.0,577
Finland,2021-06-28,S:677P.Pelican,,,577
Finland,2021-06-28,S:677H.Robin1,,,577
Finland,2021-06-28,others,9,1.57,577
Finland,2021-06-28,non_who,10,1.74,577
Finland,2021-07-12,B.1.160,0,0.0,703
Finland,2021-07-12,B.1.620,1,0.14,703
Finland,2021-07-12,B.1.258,0,0.0,703
Finland,2021-07-12,B.1.221,0,0.0,703
Finland,2021-07-12,B.1.1.302,0,0.0,703
Finland,2021-07-12,B.1.1.277,0,0.0,703
Finland,2021-07-12,B.1.1.519,0,0.0,703
Finland,2021-07-12,B.1.367,,,703
Finland,2021-07-12,B.1.177,0,0.0,703
Finland,2021-07-12,Beta,0,0.0,703
Finland,2021-07-12,Alpha,16,2.28,703
Finland,2021-07-12,Gamma,3,0.43,703
Finland,2021-07-12,Delta,679,96.59,703
Finland,2021-07-12,Kappa,0,0.0,703
Finland,2021-07-12,Epsilon,0,0.0,703
Finland,2021-07-12,Eta,0,0.0,703
Finland,2021-07-12,Iota,,,703
Finland,2021-07-12,Lambda,,,703
Finland,2021-07-12,B.1.621,0,0.0,703
Finland,2021-07-12,S:677P.Pelican,,,703
Finland,2021-07-12,S:677H.Robin1,,,703
Finland,2021-07-12,others,4,0.56,703
Finland,2021-07-12,non_who,5,0.7,703
Finland,2021-07-26,B.1.160,0,0.0,241
Finland,2021-07-26,B.1.620,0,0.0,241
Finland,2021-07-26,B.1.258,0,0.0,241
Finland,2021-07-26,B.1.221,0,0.0,241
Finland,2021-07-26,B.1.1.302,0,0.0,241
Finland,2021-07-26,B.1.1.277,0,0.0,241
Finland,2021-07-26,B.1.1.519,0,0.0,241
Finland,2021-07-26,B.1.367,,,241
Finland,2021-07-26,B.1.177,0,0.0,241
Finland,2021-07-26,Beta,0,0.0,241
Finland,2021-07-26,Alpha,1,0.41,241
Finland,2021-07-26,Gamma,0,0.0,241
Finland,2021-07-26,Delta,240,99.59,241
Finland,2021-07-26,Kappa,0,0.0,241
Finland,2021-07-26,Epsilon,0,0.0,241
Finland,2021-07-26,Eta,0,0.0,241
Finland,2021-07-26,Iota,,,241
Finland,2021-07-26,Lambda,,,241
Finland,2021-07-26,B.1.621,0,0.0,241
Finland,2021-07-26,S:677P.Pelican,,,241
Finland,2021-07-26,S:677H.Robin1,,,241
Finland,2021-07-26,others,0,0.0,241
Finland,2021-07-26,non_who,0,0.0,241
France,2020-05-11,B.1.160,0,0.0,116
France,2020-05-11,B.1.620,0,0.0,116
France,2020-05-11,B.1.258,0,0.0,116
France,2020-05-11,B.1.221,0,0.0,116
France,2020-05-11,B.1.1.302,,,116
France,2020-05-11,B.1.1.277,0,0.0,116
France,2020-05-11,B.1.1.519,0,0.0,116
France,2020-05-11,B.1.367,0,0.0,116
France,2020-05-11,B.1.177,2,1.72,116
France,2020-05-11,Beta,0,0.0,116
France,2020-05-11,Alpha,0,0.0,116
France,2020-05-11,Gamma,0,0.0,116
France,2020-05-11,Delta,0,0.0,116
France,2020-05-11,Kappa,0,0.0,116
France,2020-05-11,Epsilon,0,0.0,116
France,2020-05-11,Eta,0,0.0,116
France,2020-05-11,Iota,0,0.0,116
France,2020-05-11,Lambda,0,0.0,116
France,2020-05-11,B.1.621,0,0.0,116
France,2020-05-11,S:677P.Pelican,,,116
France,2020-05-11,S:677H.Robin1,,,116
France,2020-05-11,others,114,98.28,116
France,2020-05-11,non_who,116,100.0,116
France,2020-05-25,B.1.160,0,0.0,59
France,2020-05-25,B.1.620,0,0.0,59
France,2020-05-25,B.1.258,0,0.0,59
France,2020-05-25,B.1.221,0,0.0,59
France,2020-05-25,B.1.1.302,,,59
France,2020-05-25,B.1.1.277,0,0.0,59
France,2020-05-25,B.1.1.519,0,0.0,59
France,2020-05-25,B.1.367,0,0.0,59
France,2020-05-25,B.1.177,0,0.0,59
France,2020-05-25,Beta,0,0.0,59
France,2020-05-25,Alpha,0,0.0,59
France,2020-05-25,Gamma,0,0.0,59
France,2020-05-25,Delta,0,0.0,59
France,2020-05-25,Kappa,0,0.0,59
France,2020-05-25,Epsilon,0,0.0,59
France,2020-05-25,Eta,0,0.0,59
France,2020-05-25,Iota,0,0.0,59
France,2020-05-25,Lambda,0,0.0,59
France,2020-05-25,B.1.621,0,0.0,59
France,2020-05-25,S:677P.Pelican,,,59
France,2020-05-25,S:677H.Robin1,,,59
France,2020-05-25,others,59,100.0,59
France,2020-05-25,non_who,59,100.0,59
France,2020-06-22,B.1.160,0,0.0,40
France,2020-06-22,B.1.620,0,0.0,40
France,2020-06-22,B.1.258,0,0.0,40
France,2020-06-22,B.1.221,0,0.0,40
France,2020-06-22,B.1.1.302,,,40
France,2020-06-22,B.1.1.277,0,0.0,40
France,2020-06-22,B.1.1.519,0,0.0,40
France,2020-06-22,B.1.367,0,0.0,40
France,2020-06-22,B.1.177,0,0.0,40
France,2020-06-22,Beta,0,0.0,40
France,2020-06-22,Alpha,0,0.0,40
France,2020-06-22,Gamma,0,0.0,40
France,2020-06-22,Delta,0,0.0,40
France,2020-06-22,Kappa,0,0.0,40
France,2020-06-22,Epsilon,0,0.0,40
France,2020-06-22,Eta,0,0.0,40
France,2020-06-22,Iota,0,0.0,40
France,2020-06-22,Lambda,0,0.0,40
France,2020-06-22,B.1.621,0,0.0,40
France,2020-06-22,S:677P.Pelican,,,40
France,2020-06-22,S:677H.Robin1,,,40
France,2020-06-22,others,40,100.0,40
France,2020-06-22,non_who,40,100.0,40
France,2020-07-20,B.1.160,7,12.73,55
France,2020-07-20,B.1.620,0,0.0,55
France,2020-07-20,B.1.258,0,0.0,55
France,2020-07-20,B.1.221,0,0.0,55
France,2020-07-20,B.1.1.302,,,55
France,2020-07-20,B.1.1.277,0,0.0,55
France,2020-07-20,B.1.1.519,0,0.0,55
France,2020-07-20,B.1.367,0,0.0,55
France,2020-07-20,B.1.177,1,1.82,55
France,2020-07-20,Beta,0,0.0,55
France,2020-07-20,Alpha,0,0.0,55
France,2020-07-20,Gamma,0,0.0,55
France,2020-07-20,Delta,0,0.0,55
France,2020-07-20,Kappa,0,0.0,55
France,2020-07-20,Epsilon,0,0.0,55
France,2020-07-20,Eta,0,0.0,55
France,2020-07-20,Iota,0,0.0,55
France,2020-07-20,Lambda,0,0.0,55
France,2020-07-20,B.1.621,0,0.0,55
France,2020-07-20,S:677P.Pelican,,,55
France,2020-07-20,S:677H.Robin1,,,55
France,2020-07-20,others,47,85.45,55
France,2020-07-20,non_who,55,100.0,55
France,2020-08-03,B.1.160,12,12.12,99
France,2020-08-03,B.1.620,0,0.0,99
France,2020-08-03,B.1.258,0,0.0,99
France,2020-08-03,B.1.221,0,0.0,99
France,2020-08-03,B.1.1.302,,,99
France,2020-08-03,B.1.1.277,0,0.0,99
France,2020-08-03,B.1.1.519,0,0.0,99
France,2020-08-03,B.1.367,4,4.04,99
France,2020-08-03,B.1.177,1,1.01,99
France,2020-08-03,Beta,0,0.0,99
France,2020-08-03,Alpha,0,0.0,99
France,2020-08-03,Gamma,0,0.0,99
France,2020-08-03,Delta,0,0.0,99
France,2020-08-03,Kappa,0,0.0,99
France,2020-08-03,Epsilon,0,0.0,99
France,2020-08-03,Eta,0,0.0,99
France,2020-08-03,Iota,0,0.0,99
France,2020-08-03,Lambda,0,0.0,99
France,2020-08-03,B.1.621,0,0.0,99
France,2020-08-03,S:677P.Pelican,,,99
France,2020-08-03,S:677H.Robin1,,,99
France,2020-08-03,others,82,82.83,99
France,2020-08-03,non_who,99,100.0,99
France,2020-08-17,B.1.160,56,24.89,225
France,2020-08-17,B.1.620,0,0.0,225
France,2020-08-17,B.1.258,29,12.89,225
France,2020-08-17,B.1.221,0,0.0,225
France,2020-08-17,B.1.1.302,,,225
France,2020-08-17,B.1.1.277,1,0.44,225
France,2020-08-17,B.1.1.519,0,0.0,225
France,2020-08-17,B.1.367,25,11.11,225
France,2020-08-17,B.1.177,9,4.0,225
France,2020-08-17,Beta,0,0.0,225
France,2020-08-17,Alpha,0,0.0,225
France,2020-08-17,Gamma,0,0.0,225
France,2020-08-17,Delta,0,0.0,225
France,2020-08-17,Kappa,0,0.0,225
France,2020-08-17,Epsilon,0,0.0,225
France,2020-08-17,Eta,0,0.0,225
France,2020-08-17,Iota,0,0.0,225
France,2020-08-17,Lambda,0,0.0,225
France,2020-08-17,B.1.621,0,0.0,225
France,2020-08-17,S:677P.Pelican,,,225
France,2020-08-17,S:677H.Robin1,,,225
France,2020-08-17,others,105,46.67,225
France,2020-08-17,non_who,225,100.0,225
France,2020-08-31,B.1.160,70,29.91,234
France,2020-08-31,B.1.620,0,0.0,234
France,2020-08-31,B.1.258,1,0.43,234
France,2020-08-31,B.1.221,9,3.85,234
France,2020-08-31,B.1.1.302,,,234
France,2020-08-31,B.1.1.277,0,0.0,234
France,2020-08-31,B.1.1.519,0,0.0,234
France,2020-08-31,B.1.367,28,11.97,234
France,2020-08-31,B.1.177,18,7.69,234
France,2020-08-31,Beta,0,0.0,234
France,2020-08-31,Alpha,0,0.0,234
France,2020-08-31,Gamma,0,0.0,234
France,2020-08-31,Delta,0,0.0,234
France,2020-08-31,Kappa,0,0.0,234
France,2020-08-31,Epsilon,0,0.0,234
France,2020-08-31,Eta,0,0.0,234
France,2020-08-31,Iota,0,0.0,234
France,2020-08-31,Lambda,0,0.0,234
France,2020-08-31,B.1.621,0,0.0,234
France,2020-08-31,S:677P.Pelican,,,234
France,2020-08-31,S:677H.Robin1,,,234
France,2020-08-31,others,108,46.15,234
France,2020-08-31,non_who,234,100.0,234
France,2020-09-14,B.1.160,108,50.7,213
France,2020-09-14,B.1.620,0,0.0,213
France,2020-09-14,B.1.258,5,2.35,213
France,2020-09-14,B.1.221,4,1.88,213
France,2020-09-14,B.1.1.302,,,213
France,2020-09-14,B.1.1.277,0,0.0,213
France,2020-09-14,B.1.1.519,0,0.0,213
France,2020-09-14,B.1.367,24,11.27,213
France,2020-09-14,B.1.177,25,11.74,213
France,2020-09-14,Beta,0,0.0,213
France,2020-09-14,Alpha,0,0.0,213
France,2020-09-14,Gamma,0,0.0,213
France,2020-09-14,Delta,0,0.0,213
France,2020-09-14,Kappa,0,0.0,213
France,2020-09-14,Epsilon,0,0.0,213
France,2020-09-14,Eta,0,0.0,213
France,2020-09-14,Iota,0,0.0,213
France,2020-09-14,Lambda,0,0.0,213
France,2020-09-14,B.1.621,0,0.0,213
France,2020-09-14,S:677P.Pelican,,,213
France,2020-09-14,S:677H.Robin1,,,213
France,2020-09-14,others,47,22.06,213
France,2020-09-14,non_who,213,100.0,213
France,2020-09-28,B.1.160,122,57.28,213
France,2020-09-28,B.1.620,0,0.0,213
France,2020-09-28,B.1.258,3,1.41,213
France,2020-09-28,B.1.221,2,0.94,213
France,2020-09-28,B.1.1.302,,,213
France,2020-09-28,B.1.1.277,0,0.0,213
France,2020-09-28,B.1.1.519,0,0.0,213
France,2020-09-28,B.1.367,15,7.04,213
France,2020-09-28,B.1.177,26,12.21,213
France,2020-09-28,Beta,0,0.0,213
France,2020-09-28,Alpha,0,0.0,213
France,2020-09-28,Gamma,0,0.0,213
France,2020-09-28,Delta,0,0.0,213
France,2020-09-28,Kappa,0,0.0,213
France,2020-09-28,Epsilon,0,0.0,213
France,2020-09-28,Eta,0,0.0,213
France,2020-09-28,Iota,0,0.0,213
France,2020-09-28,Lambda,0,0.0,213
France,2020-09-28,B.1.621,0,0.0,213
France,2020-09-28,S:677P.Pelican,,,213
France,2020-09-28,S:677H.Robin1,,,213
France,2020-09-28,others,45,21.12,213
France,2020-09-28,non_who,213,100.0,213
France,2020-10-12,B.1.160,119,56.4,211
France,2020-10-12,B.1.620,0,0.0,211
France,2020-10-12,B.1.258,6,2.84,211
France,2020-10-12,B.1.221,2,0.95,211
France,2020-10-12,B.1.1.302,,,211
France,2020-10-12,B.1.1.277,0,0.0,211
France,2020-10-12,B.1.1.519,0,0.0,211
France,2020-10-12,B.1.367,3,1.42,211
France,2020-10-12,B.1.177,32,15.17,211
France,2020-10-12,Beta,0,0.0,211
France,2020-10-12,Alpha,0,0.0,211
France,2020-10-12,Gamma,0,0.0,211
France,2020-10-12,Delta,0,0.0,211
France,2020-10-12,Kappa,0,0.0,211
France,2020-10-12,Epsilon,0,0.0,211
France,2020-10-12,Eta,0,0.0,211
France,2020-10-12,Iota,0,0.0,211
France,2020-10-12,Lambda,0,0.0,211
France,2020-10-12,B.1.621,0,0.0,211
France,2020-10-12,S:677P.Pelican,,,211
France,2020-10-12,S:677H.Robin1,,,211
France,2020-10-12,others,49,23.22,211
France,2020-10-12,non_who,211,100.0,211
France,2020-10-26,B.1.160,182,59.87,304
France,2020-10-26,B.1.620,0,0.0,304
France,2020-10-26,B.1.258,13,4.28,304
France,2020-10-26,B.1.221,1,0.33,304
France,2020-10-26,B.1.1.302,,,304
France,2020-10-26,B.1.1.277,0,0.0,304
France,2020-10-26,B.1.1.519,0,0.0,304
France,2020-10-26,B.1.367,10,3.29,304
France,2020-10-26,B.1.177,53,17.43,304
France,2020-10-26,Beta,0,0.0,304
France,2020-10-26,Alpha,0,0.0,304
France,2020-10-26,Gamma,0,0.0,304
France,2020-10-26,Delta,0,0.0,304
France,2020-10-26,Kappa,0,0.0,304
France,2020-10-26,Epsilon,0,0.0,304
France,2020-10-26,Eta,0,0.0,304
France,2020-10-26,Iota,0,0.0,304
France,2020-10-26,Lambda,0,0.0,304
France,2020-10-26,B.1.621,0,0.0,304
France,2020-10-26,S:677P.Pelican,,,304
France,2020-10-26,S:677H.Robin1,,,304
France,2020-10-26,others,45,14.8,304
France,2020-10-26,non_who,304,100.0,304
France,2020-11-09,B.1.160,151,61.63,245
France,2020-11-09,B.1.620,0,0.0,245
France,2020-11-09,B.1.258,8,3.27,245
France,2020-11-09,B.1.221,0,0.0,245
France,2020-11-09,B.1.1.302,,,245
France,2020-11-09,B.1.1.277,0,0.0,245
France,2020-11-09,B.1.1.519,0,0.0,245
France,2020-11-09,B.1.367,3,1.22,245
France,2020-11-09,B.1.177,38,15.51,245
France,2020-11-09,Beta,0,0.0,245
France,2020-11-09,Alpha,0,0.0,245
France,2020-11-09,Gamma,0,0.0,245
France,2020-11-09,Delta,0,0.0,245
France,2020-11-09,Kappa,0,0.0,245
France,2020-11-09,Epsilon,0,0.0,245
France,2020-11-09,Eta,0,0.0,245
France,2020-11-09,Iota,0,0.0,245
France,2020-11-09,Lambda,0,0.0,245
France,2020-11-09,B.1.621,0,0.0,245
France,2020-11-09,S:677P.Pelican,,,245
France,2020-11-09,S:677H.Robin1,,,245
France,2020-11-09,others,45,18.37,245
France,2020-11-09,non_who,245,100.0,245
France,2020-11-23,B.1.160,173,64.79,267
France,2020-11-23,B.1.620,0,0.0,267
France,2020-11-23,B.1.258,2,0.75,267
France,2020-11-23,B.1.221,0,0.0,267
France,2020-11-23,B.1.1.302,,,267
France,2020-11-23,B.1.1.277,0,0.0,267
France,2020-11-23,B.1.1.519,0,0.0,267
France,2020-11-23,B.1.367,2,0.75,267
France,2020-11-23,B.1.177,44,16.48,267
France,2020-11-23,Beta,0,0.0,267
France,2020-11-23,Alpha,2,0.75,267
France,2020-11-23,Gamma,0,0.0,267
France,2020-11-23,Delta,0,0.0,267
France,2020-11-23,Kappa,0,0.0,267
France,2020-11-23,Epsilon,0,0.0,267
France,2020-11-23,Eta,0,0.0,267
France,2020-11-23,Iota,0,0.0,267
France,2020-11-23,Lambda,0,0.0,267
France,2020-11-23,B.1.621,0,0.0,267
France,2020-11-23,S:677P.Pelican,,,267
France,2020-11-23,S:677H.Robin1,,,267
France,2020-11-23,others,44,16.48,267
France,2020-11-23,non_who,265,99.25,267
France,2020-12-07,B.1.160,147,62.03,237
France,2020-12-07,B.1.620,0,0.0,237
France,2020-12-07,B.1.258,6,2.53,237
France,2020-12-07,B.1.221,2,0.84,237
France,2020-12-07,B.1.1.302,,,237
France,2020-12-07,B.1.1.277,0,0.0,237
France,2020-12-07,B.1.1.519,0,0.0,237
France,2020-12-07,B.1.367,8,3.38,237
France,2020-12-07,B.1.177,24,10.13,237
France,2020-12-07,Beta,0,0.0,237
France,2020-12-07,Alpha,1,0.42,237
France,2020-12-07,Gamma,0,0.0,237
France,2020-12-07,Delta,0,0.0,237
France,2020-12-07,Kappa,0,0.0,237
France,2020-12-07,Epsilon,0,0.0,237
France,2020-12-07,Eta,0,0.0,237
France,2020-12-07,Iota,0,0.0,237
France,2020-12-07,Lambda,0,0.0,237
France,2020-12-07,B.1.621,0,0.0,237
France,2020-12-07,S:677P.Pelican,,,237
France,2020-12-07,S:677H.Robin1,,,237
France,2020-12-07,others,49,20.67,237
France,2020-12-07,non_who,236,99.58,237
France,2020-12-21,B.1.160,155,57.62,269
France,2020-12-21,B.1.620,0,0.0,269
France,2020-12-21,B.1.258,4,1.49,269
France,2020-12-21,B.1.221,2,0.74,269
France,2020-12-21,B.1.1.302,,,269
France,2020-12-21,B.1.1.277,0,0.0,269
France,2020-12-21,B.1.1.519,0,0.0,269
France,2020-12-21,B.1.367,10,3.72,269
France,2020-12-21,B.1.177,52,19.33,269
France,2020-12-21,Beta,0,0.0,269
France,2020-12-21,Alpha,1,0.37,269
France,2020-12-21,Gamma,0,0.0,269
France,2020-12-21,Delta,0,0.0,269
France,2020-12-21,Kappa,0,0.0,269
France,2020-12-21,Epsilon,0,0.0,269
France,2020-12-21,Eta,0,0.0,269
France,2020-12-21,Iota,0,0.0,269
France,2020-12-21,Lambda,0,0.0,269
France,2020-12-21,B.1.621,0,0.0,269
France,2020-12-21,S:677P.Pelican,,,269
France,2020-12-21,S:677H.Robin1,,,269
France,2020-12-21,others,45,16.73,269
France,2020-12-21,non_who,268,99.63,269
France,2021-01-04,B.1.160,179,40.5,442
France,2021-01-04,B.1.620,0,0.0,442
France,2021-01-04,B.1.258,46,10.41,442
France,2021-01-04,B.1.221,6,1.36,442
France,2021-01-04,B.1.1.302,,,442
France,2021-01-04,B.1.1.277,0,0.0,442
France,2021-01-04,B.1.1.519,0,0.0,442
